id,workload,max_width,tasktype
0,60,4,SIMD
1,3,1,MEMORY
2,40,4,FMULT
3,22,2,MEMORY
4,8,1,MEMORY
5,8,2,MEMORY
6,22,4,SIMD
7,46,4,SIMD
8,37,1,FMULT
9,9,2,SIMD
10,74,2,FMULT
11,97,2,FMULT
12,73,4,SIMD
13,49,2,SIMD
14,39,1,FMULT
15,43,2,FMULT
16,21,2,MEMORY
17,45,1,SIMD
18,95,2,MEMORY
19,42,2,MEMORY
20,22,2,SIMD
21,69,2,MEMORY
22,31,4,MEMORY
23,56,2,SIMD
24,6,2,FMULT
25,69,2,FMULT
26,19,4,SIMD
27,19,1,SIMD
28,10,1,MEMORY
29,3,2,SIMD
30,61,2,SIMD
31,62,2,SIMD
32,47,4,FMULT
33,14,4,MEMORY
34,2,1,FMULT
35,2,4,SIMD
36,2,4,SIMD
37,1,1,SIMD
38,62,4,MEMORY
39,22,1,FMULT
40,29,4,FMULT
41,56,4,FMULT
42,40,1,SIMD
43,71,4,SIMD
44,78,2,MEMORY
45,39,4,SIMD
46,40,1,SIMD
47,28,4,MEMORY
48,90,2,SIMD
49,36,4,FMULT
