id,workload,max_width,tasktype
0,53,2,FMULT
1,63,4,SIMD
2,4,2,FMULT
3,15,4,FMULT
4,99,4,MEMORY
5,6,1,MEMORY
6,5,4,MEMORY
7,23,4,FMULT
8,82,2,FMULT
9,22,1,FMULT
10,43,2,SIMD
11,8,2,MEMORY
12,43,1,SIMD
13,75,4,SIMD
14,44,4,SIMD
15,11,4,MEMORY
16,67,2,FMULT
17,98,4,MEMORY
18,37,1,SIMD
19,83,2,FMULT
20,32,4,SIMD
21,58,2,SIMD
22,39,1,SIMD
23,40,4,SIMD
24,70,2,SIMD
25,62,2,MEMORY
26,19,2,SIMD
27,37,2,MEMORY
28,32,4,FMULT
29,11,2,SIMD
30,22,2,SIMD
31,18,1,FMULT
32,6,1,MEMORY
33,56,2,FMULT
34,72,4,MEMORY
35,14,4,MEMORY
36,3,2,MEMORY
37,97,4,FMULT
38,29,4,MEMORY
39,33,2,SIMD
40,1,1,SIMD
41,36,1,MEMORY
42,88,2,MEMORY
43,4,4,FMULT
44,89,2,FMULT
45,39,1,MEMORY
46,41,4,MEMORY
47,73,2,MEMORY
48,24,2,FMULT
49,11,1,FMULT
