id,workload,max_width,tasktype
0,40,4,MEMORY
1,48,4,FMULT
2,60,4,FMULT
3,88,4,FMULT
4,22,2,FMULT
5,89,4,MEMORY
6,77,2,SIMD
7,78,4,SIMD
8,27,1,FMULT
9,13,2,SIMD
10,6,4,MEMORY
11,48,4,SIMD
12,34,2,SIMD
13,40,1,SIMD
14,29,2,FMULT
15,45,4,MEMORY
16,34,2,FMULT
17,84,2,SIMD
18,14,1,FMULT
19,98,4,SIMD
20,20,1,MEMORY
21,28,2,MEMORY
22,57,2,SIMD
23,15,1,FMULT
24,91,4,SIMD
25,97,4,MEMORY
26,17,2,MEMORY
27,75,4,MEMORY
28,75,2,MEMORY
29,33,1,MEMORY
30,91,2,FMULT
31,35,2,FMULT
32,10,1,SIMD
33,25,1,SIMD
34,43,1,SIMD
35,12,2,SIMD
36,92,4,FMULT
37,99,2,SIMD
38,31,4,MEMORY
39,99,4,MEMORY
40,46,2,SIMD
41,50,2,MEMORY
42,28,2,SIMD
43,15,1,FMULT
44,22,1,FMULT
45,85,4,SIMD
46,13,4,SIMD
47,80,4,MEMORY
48,70,4,FMULT
49,12,2,FMULT
