id,workload,max_width,tasktype
0,38,1,FMULT
1,40,1,FMULT
2,24,4,FMULT
3,20,4,FMULT
4,49,2,SIMD
5,32,1,MEMORY
6,60,4,MEMORY
7,93,4,MEMORY
8,50,4,MEMORY
9,3,1,FMULT
10,100,2,SIMD
11,91,4,SIMD
12,47,4,MEMORY
13,18,2,SIMD
14,25,4,MEMORY
15,12,4,FMULT
16,91,2,MEMORY
17,85,4,FMULT
18,4,1,MEMORY
19,99,4,MEMORY
20,38,2,FMULT
21,46,2,SIMD
22,70,4,SIMD
23,15,1,MEMORY
24,59,4,SIMD
25,99,4,MEMORY
26,27,2,MEMORY
27,48,2,FMULT
28,71,2,SIMD
29,24,2,MEMORY
30,49,4,SIMD
31,67,4,SIMD
32,70,4,MEMORY
33,44,1,FMULT
34,53,4,SIMD
35,35,4,FMULT
36,30,4,SIMD
37,91,2,MEMORY
38,52,2,MEMORY
39,9,2,SIMD
