id,workload,max_width,tasktype
0,8,4,MEMORY
1,19,4,FMULT
2,43,4,SIMD
3,96,4,SIMD
4,31,4,MEMORY
5,96,2,FMULT
6,32,4,SIMD
7,87,2,SIMD
8,4,1,SIMD
9,43,1,MEMORY
10,32,1,MEMORY
11,82,2,SIMD
12,90,2,MEMORY
13,90,2,MEMORY
14,26,4,SIMD
15,40,4,MEMORY
16,26,2,SIMD
17,45,4,MEMORY
18,69,4,FMULT
19,34,4,SIMD
20,64,4,MEMORY
21,14,2,MEMORY
22,29,4,MEMORY
23,91,2,MEMORY
24,9,2,SIMD
25,11,4,SIMD
26,6,1,SIMD
27,1,1,FMULT
28,15,1,FMULT
29,68,4,SIMD
30,66,4,FMULT
31,19,4,FMULT
32,14,4,MEMORY
33,75,2,SIMD
34,26,1,SIMD
35,37,1,SIMD
36,93,4,MEMORY
37,51,4,SIMD
38,39,1,SIMD
39,49,2,SIMD
40,10,2,FMULT
41,26,1,SIMD
42,2,4,SIMD
43,15,2,MEMORY
44,96,4,MEMORY
45,18,4,FMULT
46,29,4,FMULT
47,61,4,MEMORY
48,60,2,FMULT
49,81,2,MEMORY
