id,workload,max_width,tasktype
0,99,2,MEMORY
1,2,1,FMULT
2,22,4,SIMD
3,21,2,MEMORY
4,59,2,SIMD
5,73,2,SIMD
6,24,4,SIMD
7,1,2,FMULT
8,64,4,SIMD
9,87,4,SIMD
10,92,4,MEMORY
11,30,4,SIMD
12,57,2,MEMORY
13,41,2,SIMD
14,67,4,SIMD
15,80,2,MEMORY
16,53,4,FMULT
17,2,1,SIMD
18,13,2,MEMORY
19,48,1,MEMORY
20,65,2,MEMORY
21,84,4,SIMD
22,13,2,FMULT
23,66,4,SIMD
24,23,1,MEMORY
25,9,2,SIMD
26,99,2,FMULT
27,11,2,MEMORY
28,41,4,FMULT
29,39,4,FMULT
30,46,1,SIMD
31,92,4,SIMD
32,78,4,MEMORY
33,95,2,MEMORY
34,84,4,MEMORY
35,70,2,MEMORY
36,57,2,MEMORY
37,50,4,FMULT
38,61,4,FMULT
39,90,2,FMULT
40,52,2,SIMD
41,91,2,FMULT
42,37,2,FMULT
43,97,4,MEMORY
44,32,4,SIMD
45,76,2,SIMD
46,66,4,FMULT
47,49,4,MEMORY
48,11,1,SIMD
49,24,4,SIMD
