id,workload,max_width,tasktype
0,26,4,SIMD
1,92,2,SIMD
2,92,4,MEMORY
3,5,1,FMULT
4,49,4,SIMD
5,64,4,FMULT
6,82,4,MEMORY
7,39,1,FMULT
8,44,4,FMULT
9,95,4,FMULT
10,50,1,FMULT
11,10,4,SIMD
12,96,2,FMULT
13,73,4,FMULT
14,38,2,MEMORY
15,38,2,FMULT
16,38,1,MEMORY
17,20,2,FMULT
18,76,4,MEMORY
19,2,2,FMULT
20,70,2,SIMD
21,40,2,SIMD
22,51,2,FMULT
23,3,1,MEMORY
24,66,4,SIMD
25,94,4,SIMD
26,16,2,MEMORY
27,56,2,MEMORY
28,56,4,FMULT
29,60,2,MEMORY
30,23,2,MEMORY
31,88,4,SIMD
32,67,2,SIMD
33,79,2,SIMD
34,18,2,FMULT
35,4,4,SIMD
36,64,4,FMULT
37,20,2,SIMD
38,78,2,MEMORY
39,75,2,FMULT
40,79,2,MEMORY
41,23,2,SIMD
42,90,2,SIMD
43,81,2,FMULT
44,3,4,MEMORY
45,50,4,FMULT
46,40,4,SIMD
47,33,1,FMULT
48,16,4,SIMD
49,95,2,FMULT
50,54,4,MEMORY
51,35,1,FMULT
52,24,2,SIMD
53,42,1,FMULT
54,9,1,FMULT
55,10,2,FMULT
56,63,2,SIMD
57,80,4,MEMORY
58,73,2,SIMD
59,16,4,MEMORY
