id,workload,max_width,tasktype
0,56,4,FMULT
1,48,2,MEMORY
2,53,2,SIMD
3,80,4,FMULT
4,13,2,MEMORY
5,66,2,SIMD
6,78,4,SIMD
7,31,2,SIMD
8,20,2,SIMD
9,50,4,FMULT
10,74,2,MEMORY
11,58,4,FMULT
12,52,4,SIMD
13,100,4,FMULT
14,96,4,FMULT
15,55,2,FMULT
16,51,2,MEMORY
17,35,1,MEMORY
18,17,4,FMULT
19,25,4,FMULT
20,19,2,FMULT
21,92,4,SIMD
22,55,4,MEMORY
23,51,2,MEMORY
24,8,1,MEMORY
25,88,2,MEMORY
26,74,2,MEMORY
27,30,1,FMULT
28,49,2,MEMORY
29,85,2,SIMD
30,72,4,FMULT
31,38,2,MEMORY
32,71,4,SIMD
33,76,2,SIMD
34,7,4,SIMD
35,21,2,MEMORY
36,38,4,MEMORY
37,11,1,SIMD
38,46,1,SIMD
39,26,2,MEMORY
