id,workload,max_width,tasktype
0,14,4,FMULT
1,43,1,MEMORY
2,18,1,MEMORY
3,40,1,FMULT
4,99,4,MEMORY
5,96,4,MEMORY
6,18,4,FMULT
7,39,2,FMULT
8,35,2,FMULT
9,51,4,SIMD
10,68,2,MEMORY
11,74,4,FMULT
12,10,1,MEMORY
13,8,1,MEMORY
14,51,4,SIMD
15,15,2,MEMORY
16,25,4,FMULT
17,48,4,MEMORY
18,78,4,FMULT
19,5,1,MEMORY
20,84,2,SIMD
21,74,4,FMULT
22,11,1,FMULT
23,17,4,FMULT
24,16,1,SIMD
25,83,2,FMULT
26,48,4,SIMD
27,43,2,FMULT
28,23,1,FMULT
29,5,2,FMULT
30,11,1,MEMORY
31,81,4,FMULT
32,22,2,MEMORY
33,37,4,SIMD
34,82,2,SIMD
35,54,2,MEMORY
36,43,4,FMULT
37,43,4,MEMORY
38,55,4,MEMORY
39,13,4,SIMD
