id,workload,max_width,tasktype
0,28,1,FMULT
1,45,4,FMULT
2,10,1,FMULT
3,42,4,FMULT
4,64,2,FMULT
5,27,2,SIMD
6,57,4,SIMD
7,2,2,MEMORY
8,25,4,MEMORY
9,4,4,FMULT
10,86,2,SIMD
11,62,2,FMULT
12,39,4,FMULT
13,35,4,SIMD
14,83,2,FMULT
15,82,4,MEMORY
16,35,4,SIMD
17,25,1,MEMORY
18,31,4,SIMD
19,19,1,SIMD
20,100,2,MEMORY
21,44,4,FMULT
22,87,2,MEMORY
23,90,4,MEMORY
24,5,2,SIMD
25,72,4,MEMORY
26,89,2,FMULT
27,91,2,MEMORY
28,63,4,FMULT
29,11,4,FMULT
30,97,2,FMULT
31,10,4,MEMORY
32,81,4,SIMD
33,53,4,SIMD
34,5,2,MEMORY
35,64,2,MEMORY
36,81,2,SIMD
37,44,4,FMULT
38,62,2,SIMD
39,65,2,MEMORY
40,70,2,MEMORY
41,85,2,SIMD
42,46,4,SIMD
43,22,2,SIMD
44,20,1,MEMORY
45,57,4,MEMORY
46,97,2,SIMD
47,49,2,SIMD
48,42,2,SIMD
49,6,2,MEMORY
50,59,4,MEMORY
51,42,1,MEMORY
52,50,4,MEMORY
53,71,2,FMULT
54,31,2,MEMORY
55,48,2,SIMD
56,48,4,FMULT
57,6,1,FMULT
58,16,1,FMULT
59,31,2,MEMORY
