id,workload,max_width,tasktype
0,63,2,SIMD
1,14,1,FMULT
2,73,2,MEMORY
3,27,4,MEMORY
4,78,4,FMULT
5,30,2,SIMD
6,40,2,MEMORY
7,55,2,SIMD
8,70,4,MEMORY
9,25,4,FMULT
10,47,2,FMULT
11,7,1,SIMD
12,41,2,FMULT
13,17,4,SIMD
14,59,4,MEMORY
15,97,2,FMULT
16,5,4,SIMD
17,45,1,MEMORY
18,6,2,FMULT
19,77,2,MEMORY
20,95,4,FMULT
21,20,1,MEMORY
22,37,2,SIMD
23,58,4,SIMD
24,59,2,SIMD
25,59,2,MEMORY
26,43,4,MEMORY
27,16,1,FMULT
28,8,4,FMULT
29,49,4,FMULT
30,51,4,MEMORY
31,55,2,SIMD
32,74,2,SIMD
33,22,2,FMULT
34,36,1,SIMD
35,17,4,FMULT
36,73,2,SIMD
37,51,4,FMULT
38,87,2,FMULT
39,63,2,SIMD
40,73,4,MEMORY
41,19,4,FMULT
42,48,1,SIMD
43,62,2,FMULT
44,7,1,FMULT
45,88,4,SIMD
46,96,4,FMULT
47,58,4,MEMORY
48,17,1,MEMORY
49,25,4,MEMORY
