id,workload,max_width,tasktype
0,43,4,MEMORY
1,49,4,MEMORY
2,46,4,SIMD
3,3,4,SIMD
4,20,4,FMULT
5,41,1,MEMORY
6,55,2,MEMORY
7,44,2,FMULT
8,8,1,MEMORY
9,32,2,SIMD
10,45,4,MEMORY
11,12,1,MEMORY
12,8,4,SIMD
13,18,4,SIMD
14,87,4,FMULT
15,68,4,SIMD
16,31,4,SIMD
17,32,1,SIMD
18,13,4,FMULT
19,5,1,MEMORY
20,75,4,MEMORY
21,34,4,SIMD
22,7,2,FMULT
23,25,1,MEMORY
24,10,1,MEMORY
25,45,1,MEMORY
26,39,2,SIMD
27,96,2,MEMORY
28,4,1,SIMD
29,67,2,SIMD
30,46,4,MEMORY
31,18,4,SIMD
32,90,4,FMULT
33,18,2,MEMORY
34,40,2,MEMORY
35,26,4,SIMD
36,45,1,FMULT
37,1,4,SIMD
38,12,1,FMULT
39,24,4,MEMORY
40,67,4,MEMORY
41,5,4,FMULT
42,71,2,FMULT
43,72,4,MEMORY
44,7,1,SIMD
45,49,4,FMULT
46,54,2,FMULT
47,22,2,FMULT
48,1,1,SIMD
49,48,4,MEMORY
