id,workload,max_width,tasktype
0,11,4,FMULT
1,18,2,FMULT
2,21,4,MEMORY
3,96,4,SIMD
4,59,4,SIMD
5,31,4,FMULT
6,64,2,MEMORY
7,77,4,MEMORY
8,7,4,FMULT
9,47,4,MEMORY
10,10,1,SIMD
11,96,2,FMULT
12,59,4,MEMORY
13,46,4,FMULT
14,75,4,SIMD
15,76,4,SIMD
16,71,2,SIMD
17,71,4,MEMORY
18,95,4,SIMD
19,1,4,FMULT
20,52,4,FMULT
21,92,4,MEMORY
22,33,2,MEMORY
23,80,2,MEMORY
24,29,1,MEMORY
25,97,4,MEMORY
26,72,2,FMULT
27,53,4,SIMD
28,23,4,FMULT
29,13,4,MEMORY
30,18,2,MEMORY
31,29,1,FMULT
32,5,1,MEMORY
33,21,1,SIMD
34,26,1,SIMD
35,55,2,SIMD
36,54,2,SIMD
37,35,4,MEMORY
38,72,2,SIMD
39,6,1,MEMORY
