id,workload,max_width,tasktype
0,1,4,FMULT
1,26,4,SIMD
2,45,2,FMULT
3,11,4,SIMD
4,87,4,SIMD
5,41,2,FMULT
6,91,4,MEMORY
7,4,1,SIMD
8,13,4,FMULT
9,1,1,MEMORY
10,28,1,SIMD
11,42,2,FMULT
12,68,2,MEMORY
13,4,1,SIMD
14,97,2,FMULT
15,13,2,SIMD
16,2,2,SIMD
17,53,4,SIMD
18,23,2,MEMORY
19,50,1,FMULT
20,43,2,MEMORY
21,73,2,SIMD
22,7,4,FMULT
23,38,1,SIMD
24,89,4,SIMD
25,88,2,MEMORY
26,32,1,FMULT
27,59,2,MEMORY
28,83,4,SIMD
29,73,4,MEMORY
30,88,4,FMULT
31,11,4,SIMD
32,45,2,MEMORY
33,45,2,SIMD
34,65,4,SIMD
35,3,1,FMULT
36,63,4,FMULT
37,58,2,SIMD
38,89,2,MEMORY
39,44,1,MEMORY
40,24,2,SIMD
41,81,4,SIMD
42,17,4,FMULT
43,90,4,SIMD
44,93,2,MEMORY
45,41,4,MEMORY
46,67,2,MEMORY
47,28,4,SIMD
48,47,4,MEMORY
49,86,2,SIMD
50,34,4,FMULT
51,94,2,MEMORY
52,49,4,MEMORY
53,41,2,MEMORY
54,68,2,SIMD
55,57,4,MEMORY
56,12,1,SIMD
57,3,1,SIMD
58,16,4,SIMD
59,72,4,MEMORY
