id,workload,max_width,tasktype
0,98,4,MEMORY
1,4,1,SIMD
2,26,2,FMULT
3,23,2,MEMORY
4,24,4,MEMORY
5,10,2,MEMORY
6,48,2,MEMORY
7,1,1,FMULT
8,44,2,FMULT
9,79,2,MEMORY
10,68,2,FMULT
11,32,2,SIMD
12,97,2,FMULT
13,35,2,MEMORY
14,73,4,FMULT
15,80,2,SIMD
16,46,1,FMULT
17,74,4,FMULT
18,44,2,FMULT
19,98,2,SIMD
20,31,1,FMULT
21,99,4,SIMD
22,26,2,SIMD
23,71,2,FMULT
24,31,4,SIMD
25,94,4,SIMD
26,33,1,MEMORY
27,16,1,FMULT
28,43,1,FMULT
29,40,1,SIMD
30,70,2,FMULT
31,14,4,FMULT
32,20,4,MEMORY
33,7,4,MEMORY
34,34,2,MEMORY
35,7,1,MEMORY
36,77,2,MEMORY
37,31,4,SIMD
38,57,2,SIMD
39,11,1,FMULT
