id,workload,max_width,tasktype
0,5,2,MEMORY
1,21,2,MEMORY
2,12,1,SIMD
3,1,4,FMULT
4,57,4,MEMORY
5,47,4,FMULT
6,50,4,SIMD
7,24,2,SIMD
8,24,2,SIMD
9,79,4,FMULT
10,91,4,MEMORY
11,70,2,SIMD
12,74,2,MEMORY
13,6,1,FMULT
14,38,4,MEMORY
15,71,4,MEMORY
16,5,2,MEMORY
17,13,4,FMULT
18,34,1,MEMORY
19,6,4,FMULT
20,10,1,SIMD
21,43,4,MEMORY
22,55,4,MEMORY
23,50,4,SIMD
24,73,4,MEMORY
25,57,2,MEMORY
26,30,4,SIMD
27,73,4,FMULT
28,33,1,FMULT
29,33,4,FMULT
30,84,2,MEMORY
31,38,2,MEMORY
32,42,1,FMULT
33,53,2,FMULT
34,85,2,FMULT
35,37,2,FMULT
36,22,2,SIMD
37,14,1,FMULT
38,11,4,MEMORY
39,20,2,MEMORY
