id,workload,max_width,tasktype
0,100,4,FMULT
1,53,2,FMULT
2,89,2,SIMD
3,77,2,SIMD
4,70,4,SIMD
5,2,1,MEMORY
6,30,4,MEMORY
7,8,1,FMULT
8,30,2,SIMD
9,20,2,MEMORY
10,95,4,FMULT
11,18,2,SIMD
12,86,4,MEMORY
13,50,1,MEMORY
14,63,4,FMULT
15,64,2,SIMD
16,10,2,FMULT
17,32,4,FMULT
18,10,2,SIMD
19,76,2,MEMORY
20,54,4,FMULT
21,85,2,SIMD
22,14,4,SIMD
23,77,4,MEMORY
24,3,1,SIMD
25,34,2,FMULT
26,27,2,FMULT
27,99,2,MEMORY
28,69,2,MEMORY
29,60,2,FMULT
30,38,4,MEMORY
31,19,1,MEMORY
32,89,2,MEMORY
33,84,2,MEMORY
34,15,2,MEMORY
35,86,4,SIMD
36,59,4,MEMORY
37,34,1,FMULT
38,9,1,FMULT
39,57,2,MEMORY
40,66,2,FMULT
41,94,4,MEMORY
42,51,2,SIMD
43,99,2,FMULT
44,14,2,FMULT
45,55,2,SIMD
46,24,2,SIMD
47,20,4,FMULT
48,83,4,MEMORY
49,33,4,FMULT
