id,workload,max_width,tasktype
0,96,2,FMULT
1,35,1,SIMD
2,17,4,SIMD
3,59,4,MEMORY
4,30,4,SIMD
5,68,2,FMULT
6,2,1,SIMD
7,12,2,MEMORY
8,37,1,FMULT
9,2,1,MEMORY
10,83,2,SIMD
11,9,1,FMULT
12,45,1,FMULT
13,32,2,MEMORY
14,56,2,MEMORY
15,42,4,MEMORY
16,23,1,FMULT
17,34,4,FMULT
18,26,2,MEMORY
19,20,2,SIMD
20,37,4,FMULT
21,11,2,MEMORY
22,3,2,SIMD
23,59,4,SIMD
24,90,4,FMULT
25,72,4,SIMD
26,5,4,FMULT
27,83,2,MEMORY
28,32,2,MEMORY
29,56,2,MEMORY
30,7,1,MEMORY
31,76,4,FMULT
32,65,2,MEMORY
33,13,1,MEMORY
34,51,4,SIMD
35,42,4,MEMORY
36,74,4,MEMORY
37,98,4,MEMORY
38,31,4,FMULT
39,20,2,FMULT
