id,workload,max_width,tasktype
0,57,4,SIMD
1,68,2,MEMORY
2,77,2,MEMORY
3,86,4,SIMD
4,8,1,SIMD
5,5,1,MEMORY
6,28,1,FMULT
7,56,2,FMULT
8,23,2,FMULT
9,33,2,MEMORY
10,9,4,FMULT
11,37,4,MEMORY
12,37,4,MEMORY
13,87,2,MEMORY
14,30,4,MEMORY
15,12,2,SIMD
16,16,4,MEMORY
17,55,2,MEMORY
18,12,1,FMULT
19,1,2,SIMD
20,77,2,FMULT
21,52,4,FMULT
22,75,4,MEMORY
23,78,2,FMULT
24,16,1,SIMD
25,55,4,FMULT
26,46,2,SIMD
27,2,2,FMULT
28,56,2,MEMORY
29,66,4,SIMD
30,17,1,MEMORY
31,15,1,SIMD
32,3,1,MEMORY
33,26,1,FMULT
34,97,4,FMULT
35,73,2,FMULT
36,9,2,SIMD
37,46,4,SIMD
38,98,4,FMULT
39,18,4,SIMD
