id,workload,max_width,tasktype
0,40,2,FMULT
1,75,2,SIMD
2,91,4,MEMORY
3,23,1,MEMORY
4,30,2,MEMORY
5,85,2,SIMD
6,7,4,FMULT
7,21,2,FMULT
8,30,2,SIMD
9,75,2,SIMD
10,89,2,FMULT
11,37,4,FMULT
12,81,4,SIMD
13,21,4,SIMD
14,61,4,FMULT
15,12,1,FMULT
16,11,4,MEMORY
17,30,4,SIMD
18,99,2,SIMD
19,1,2,FMULT
20,9,2,FMULT
21,1,1,FMULT
22,41,4,MEMORY
23,30,2,FMULT
24,85,4,FMULT
25,46,4,MEMORY
26,93,4,MEMORY
27,25,1,MEMORY
28,96,2,FMULT
29,7,4,MEMORY
30,69,4,FMULT
31,29,2,SIMD
32,17,2,MEMORY
33,8,1,SIMD
34,82,4,MEMORY
35,39,1,FMULT
36,93,2,FMULT
37,2,1,MEMORY
38,96,4,SIMD
39,66,4,MEMORY
