id,workload,max_width,tasktype
0,75,2,FMULT
1,53,2,FMULT
2,93,4,SIMD
3,4,4,MEMORY
4,94,2,SIMD
5,20,4,MEMORY
6,14,1,SIMD
7,98,2,MEMORY
8,61,4,SIMD
9,19,4,SIMD
10,64,2,MEMORY
11,52,2,MEMORY
12,27,2,FMULT
13,28,2,FMULT
14,39,4,MEMORY
15,99,4,FMULT
16,8,2,SIMD
17,19,4,FMULT
18,89,2,SIMD
19,20,2,SIMD
20,86,4,FMULT
21,43,2,FMULT
22,50,4,FMULT
23,38,4,FMULT
24,49,1,SIMD
25,62,2,FMULT
26,40,4,SIMD
27,12,1,MEMORY
28,25,1,SIMD
29,63,2,MEMORY
30,32,4,MEMORY
31,43,2,SIMD
32,36,1,MEMORY
33,45,4,FMULT
34,35,4,MEMORY
35,91,4,SIMD
36,59,2,SIMD
37,81,4,MEMORY
38,74,4,SIMD
39,36,1,MEMORY
