id,workload,max_width,tasktype
0,68,2,SIMD
1,54,4,SIMD
2,72,2,FMULT
3,35,2,FMULT
4,99,2,SIMD
5,3,2,SIMD
6,80,2,SIMD
7,25,1,MEMORY
8,91,2,SIMD
9,46,2,FMULT
10,39,2,MEMORY
11,47,2,MEMORY
12,41,2,SIMD
13,26,2,SIMD
14,15,2,SIMD
15,17,2,SIMD
16,57,4,MEMORY
17,36,1,FMULT
18,45,2,SIMD
19,91,4,MEMORY
20,14,2,MEMORY
21,61,4,MEMORY
22,75,4,FMULT
23,82,4,MEMORY
24,24,4,SIMD
25,46,1,SIMD
26,32,2,SIMD
27,42,1,FMULT
28,22,2,FMULT
29,46,1,SIMD
30,84,2,SIMD
31,97,2,MEMORY
32,66,4,MEMORY
33,15,4,MEMORY
34,10,4,MEMORY
35,1,2,MEMORY
36,77,4,SIMD
37,41,2,FMULT
38,31,1,FMULT
39,45,1,MEMORY
40,25,2,SIMD
41,44,1,FMULT
42,11,2,FMULT
43,87,4,SIMD
44,5,1,MEMORY
45,12,1,MEMORY
46,18,2,MEMORY
47,46,2,FMULT
48,58,4,FMULT
49,5,2,FMULT
