id,workload,max_width,tasktype
0,30,2,FMULT
1,30,1,FMULT
2,63,2,MEMORY
3,99,4,MEMORY
4,96,2,FMULT
5,48,4,SIMD
6,16,1,SIMD
7,67,2,MEMORY
8,82,4,MEMORY
9,14,1,MEMORY
10,12,1,MEMORY
11,30,2,SIMD
12,93,4,FMULT
13,53,4,SIMD
14,90,2,FMULT
15,24,2,MEMORY
16,87,4,MEMORY
17,37,1,MEMORY
18,91,2,MEMORY
19,81,4,MEMORY
20,59,2,MEMORY
21,84,2,MEMORY
22,57,4,FMULT
23,30,1,MEMORY
24,24,2,MEMORY
25,50,4,SIMD
26,50,2,FMULT
27,56,4,FMULT
28,94,4,FMULT
29,39,2,FMULT
30,79,4,FMULT
31,82,2,SIMD
32,4,1,FMULT
33,100,2,SIMD
34,20,4,FMULT
35,35,1,MEMORY
36,32,2,SIMD
37,52,4,SIMD
38,79,4,FMULT
39,50,2,MEMORY
40,69,2,FMULT
41,14,4,MEMORY
42,50,1,SIMD
43,50,2,FMULT
44,4,2,SIMD
45,41,4,FMULT
46,8,4,FMULT
47,52,2,MEMORY
48,14,4,SIMD
49,53,4,MEMORY
