id,workload,max_width,tasktype
0,3,2,MEMORY
1,56,2,SIMD
2,81,2,SIMD
3,83,4,SIMD
4,3,2,MEMORY
5,17,4,SIMD
6,99,4,SIMD
7,2,2,FMULT
8,22,1,FMULT
9,54,2,FMULT
10,38,4,MEMORY
11,34,2,SIMD
12,23,2,SIMD
13,21,4,FMULT
14,75,2,FMULT
15,99,4,MEMORY
16,70,2,MEMORY
17,44,2,SIMD
18,41,1,SIMD
19,72,2,MEMORY
20,18,4,MEMORY
21,73,4,MEMORY
22,100,4,FMULT
23,24,2,FMULT
24,10,1,SIMD
25,92,2,SIMD
26,11,1,MEMORY
27,82,4,MEMORY
28,81,2,MEMORY
29,35,2,MEMORY
30,34,4,MEMORY
31,7,1,FMULT
32,12,1,MEMORY
33,16,4,FMULT
34,48,1,MEMORY
35,71,2,FMULT
36,15,1,FMULT
37,12,2,SIMD
38,2,1,SIMD
39,10,4,FMULT
40,20,4,SIMD
41,76,4,MEMORY
42,37,4,MEMORY
43,56,4,FMULT
44,2,4,SIMD
45,38,2,SIMD
46,100,2,SIMD
47,41,1,MEMORY
48,66,4,SIMD
49,38,4,MEMORY
