id,workload,max_width,tasktype
0,21,4,SIMD
1,26,2,SIMD
2,68,2,SIMD
3,70,2,SIMD
4,90,2,MEMORY
5,20,2,FMULT
6,69,2,SIMD
7,34,2,MEMORY
8,21,1,SIMD
9,100,2,MEMORY
10,7,2,MEMORY
11,83,2,MEMORY
12,98,2,MEMORY
13,12,1,MEMORY
14,14,2,SIMD
15,50,1,SIMD
16,1,1,MEMORY
17,3,2,MEMORY
18,72,2,SIMD
19,42,1,MEMORY
20,26,4,SIMD
21,65,2,SIMD
22,17,1,MEMORY
23,22,2,MEMORY
24,60,4,SIMD
25,94,4,MEMORY
26,1,1,SIMD
27,22,1,FMULT
28,99,2,FMULT
29,21,2,SIMD
30,92,4,FMULT
31,13,4,SIMD
32,17,1,MEMORY
33,28,2,FMULT
34,31,4,MEMORY
35,49,4,SIMD
36,17,2,MEMORY
37,99,2,SIMD
38,29,1,MEMORY
39,87,4,FMULT
