id,workload,max_width,tasktype
0,51,2,MEMORY
1,48,2,SIMD
2,71,2,MEMORY
3,85,4,SIMD
4,32,1,FMULT
5,62,2,FMULT
6,70,4,FMULT
7,61,2,FMULT
8,53,2,MEMORY
9,49,1,SIMD
10,39,1,MEMORY
11,44,2,SIMD
12,50,1,FMULT
13,44,2,MEMORY
14,10,2,SIMD
15,19,1,MEMORY
16,6,2,MEMORY
17,42,2,FMULT
18,57,4,MEMORY
19,37,1,FMULT
20,32,4,MEMORY
21,67,4,FMULT
22,17,1,MEMORY
23,36,1,MEMORY
24,48,4,MEMORY
25,74,4,SIMD
26,15,1,SIMD
27,70,4,SIMD
28,92,4,FMULT
29,37,4,MEMORY
30,83,4,FMULT
31,29,4,MEMORY
32,5,1,MEMORY
33,38,4,SIMD
34,4,4,FMULT
35,85,4,SIMD
36,24,2,SIMD
37,83,4,FMULT
38,38,1,FMULT
39,52,2,FMULT
40,92,2,MEMORY
41,18,1,SIMD
42,9,1,MEMORY
43,29,4,FMULT
44,34,2,SIMD
45,65,4,MEMORY
46,39,4,SIMD
47,97,2,MEMORY
48,74,4,FMULT
49,34,1,FMULT
50,8,4,FMULT
51,74,2,SIMD
52,21,4,MEMORY
53,39,1,FMULT
54,62,2,FMULT
55,71,4,FMULT
56,37,1,FMULT
57,62,4,SIMD
58,76,2,MEMORY
59,38,1,MEMORY
