id,workload,max_width,tasktype
0,16,2,SIMD
1,2,1,SIMD
2,21,4,SIMD
3,91,2,FMULT
4,84,2,SIMD
5,75,2,FMULT
6,94,2,FMULT
7,7,2,FMULT
8,64,4,SIMD
9,40,1,FMULT
10,24,1,FMULT
11,20,2,FMULT
12,71,4,SIMD
13,15,4,MEMORY
14,80,4,SIMD
15,75,4,FMULT
16,99,2,SIMD
17,40,2,SIMD
18,99,4,FMULT
19,13,4,SIMD
20,33,1,SIMD
21,21,1,MEMORY
22,77,4,FMULT
23,97,2,MEMORY
24,1,2,MEMORY
25,86,4,FMULT
26,17,1,MEMORY
27,24,1,SIMD
28,45,4,MEMORY
29,7,4,MEMORY
30,7,2,MEMORY
31,99,4,FMULT
32,30,4,SIMD
33,35,2,MEMORY
34,58,4,MEMORY
35,83,4,SIMD
36,69,4,MEMORY
37,34,2,SIMD
38,21,4,SIMD
39,89,2,MEMORY
40,17,4,SIMD
41,13,4,FMULT
42,64,4,FMULT
43,30,2,MEMORY
44,9,2,MEMORY
45,81,4,SIMD
46,4,4,MEMORY
47,88,2,SIMD
48,21,4,FMULT
49,36,1,SIMD
