id,workload,max_width,tasktype
0,24,2,FMULT
1,66,2,MEMORY
2,15,1,FMULT
3,24,4,SIMD
4,9,1,SIMD
5,44,2,SIMD
6,71,4,SIMD
7,29,1,SIMD
8,10,1,MEMORY
9,44,4,MEMORY
10,61,4,SIMD
11,39,4,MEMORY
12,61,4,MEMORY
13,48,4,MEMORY
14,76,2,SIMD
15,9,4,MEMORY
16,82,2,FMULT
17,20,2,MEMORY
18,33,1,FMULT
19,37,4,FMULT
20,52,2,MEMORY
21,5,1,FMULT
22,18,4,FMULT
23,57,2,FMULT
24,10,4,SIMD
25,29,4,FMULT
26,89,4,FMULT
27,19,1,MEMORY
28,19,1,FMULT
29,25,1,SIMD
30,62,2,MEMORY
31,33,4,MEMORY
32,93,4,MEMORY
33,23,2,MEMORY
34,14,2,SIMD
35,9,2,FMULT
36,40,4,MEMORY
37,100,2,MEMORY
38,19,1,FMULT
39,88,2,SIMD
