id,workload,max_width,tasktype
0,69,4,MEMORY
1,47,4,MEMORY
2,96,2,SIMD
3,84,4,SIMD
4,30,1,MEMORY
5,90,4,FMULT
6,62,4,FMULT
7,34,2,SIMD
8,38,4,SIMD
9,30,1,FMULT
10,78,4,SIMD
11,65,4,SIMD
12,11,2,MEMORY
13,23,2,MEMORY
14,12,4,FMULT
15,93,4,FMULT
16,63,2,FMULT
17,94,2,SIMD
18,24,4,SIMD
19,17,2,SIMD
20,19,1,FMULT
21,51,4,MEMORY
22,57,2,MEMORY
23,12,2,MEMORY
24,88,2,MEMORY
25,39,1,FMULT
26,35,2,FMULT
27,39,1,MEMORY
28,68,4,SIMD
29,47,4,SIMD
30,52,2,SIMD
31,91,2,FMULT
32,7,2,FMULT
33,49,4,MEMORY
34,42,4,FMULT
35,32,2,MEMORY
36,35,1,FMULT
37,35,2,FMULT
38,41,4,FMULT
39,49,1,MEMORY
40,6,1,SIMD
41,100,2,SIMD
42,51,4,MEMORY
43,59,2,FMULT
44,19,2,FMULT
45,7,2,MEMORY
46,42,1,MEMORY
47,26,4,MEMORY
48,96,4,MEMORY
49,57,2,MEMORY
50,8,4,MEMORY
51,25,4,MEMORY
52,51,2,FMULT
53,33,1,FMULT
54,1,1,MEMORY
55,32,4,SIMD
56,2,2,FMULT
57,30,4,SIMD
58,82,4,FMULT
59,48,4,MEMORY
