id,workload,max_width,tasktype
0,47,2,MEMORY
1,31,2,MEMORY
2,46,2,MEMORY
3,77,4,MEMORY
4,35,4,SIMD
5,27,1,SIMD
6,9,4,SIMD
7,81,4,MEMORY
8,16,2,FMULT
9,82,2,SIMD
10,5,1,SIMD
11,31,1,MEMORY
12,64,4,MEMORY
13,16,2,FMULT
14,23,1,FMULT
15,53,2,FMULT
16,39,1,MEMORY
17,83,4,MEMORY
18,96,4,SIMD
19,74,2,SIMD
20,8,2,MEMORY
21,53,2,MEMORY
22,38,2,MEMORY
23,37,1,MEMORY
24,96,2,MEMORY
25,61,2,MEMORY
26,45,2,MEMORY
27,10,4,FMULT
28,34,4,MEMORY
29,98,4,MEMORY
30,31,1,FMULT
31,95,4,FMULT
32,81,2,SIMD
33,9,2,MEMORY
34,10,4,FMULT
35,43,1,MEMORY
36,52,4,SIMD
37,6,4,SIMD
38,31,2,MEMORY
39,9,1,SIMD
40,68,4,FMULT
41,20,1,MEMORY
42,11,4,FMULT
43,60,4,MEMORY
44,1,2,MEMORY
45,11,2,MEMORY
46,42,2,MEMORY
47,26,4,MEMORY
48,88,2,MEMORY
49,40,4,SIMD
50,100,4,SIMD
51,42,2,SIMD
52,71,4,MEMORY
53,9,1,SIMD
54,43,4,SIMD
55,63,2,FMULT
56,17,1,SIMD
57,16,1,FMULT
58,87,2,FMULT
59,19,1,SIMD
