id,workload,max_width,tasktype
0,91,2,SIMD
1,17,1,MEMORY
2,67,4,FMULT
3,77,4,FMULT
4,47,1,FMULT
5,35,2,SIMD
6,23,4,MEMORY
7,25,4,FMULT
8,5,1,MEMORY
9,83,2,FMULT
10,74,4,FMULT
11,20,4,SIMD
12,92,2,SIMD
13,100,2,SIMD
14,13,2,SIMD
15,33,1,SIMD
16,34,1,MEMORY
17,18,2,MEMORY
18,90,2,FMULT
19,45,2,SIMD
20,9,2,MEMORY
21,24,2,MEMORY
22,28,1,SIMD
23,49,2,MEMORY
24,98,2,FMULT
25,17,4,FMULT
26,31,1,MEMORY
27,88,2,FMULT
28,86,2,FMULT
29,99,4,SIMD
30,95,4,SIMD
31,36,1,MEMORY
32,100,4,FMULT
33,94,2,FMULT
34,48,2,SIMD
35,95,4,MEMORY
36,57,4,MEMORY
37,62,4,MEMORY
38,92,4,SIMD
39,62,2,MEMORY
40,39,2,FMULT
41,46,1,SIMD
42,40,1,FMULT
43,73,4,MEMORY
44,79,4,MEMORY
45,42,2,MEMORY
46,20,1,MEMORY
47,80,4,FMULT
48,38,1,FMULT
49,40,2,SIMD
