id,workload,max_width,tasktype
0,67,4,FMULT
1,98,4,MEMORY
2,9,1,MEMORY
3,7,4,SIMD
4,67,4,FMULT
5,44,2,FMULT
6,40,4,MEMORY
7,18,4,MEMORY
8,26,1,SIMD
9,8,1,SIMD
10,69,4,FMULT
11,93,2,FMULT
12,6,4,FMULT
13,25,2,MEMORY
14,82,2,SIMD
15,8,4,MEMORY
16,23,1,SIMD
17,74,2,SIMD
18,89,2,MEMORY
19,36,4,FMULT
20,25,1,MEMORY
21,2,2,MEMORY
22,27,1,MEMORY
23,6,4,SIMD
24,41,4,SIMD
25,17,1,SIMD
26,76,2,SIMD
27,26,2,SIMD
28,9,4,FMULT
29,32,1,SIMD
30,13,1,MEMORY
31,91,2,FMULT
32,100,2,FMULT
33,97,2,SIMD
34,36,2,SIMD
35,89,2,SIMD
36,25,1,SIMD
37,53,2,FMULT
38,11,4,FMULT
39,70,2,SIMD
40,60,2,MEMORY
41,97,4,FMULT
42,20,2,MEMORY
43,24,4,SIMD
44,86,2,MEMORY
45,74,4,FMULT
46,54,2,MEMORY
47,8,1,MEMORY
48,13,1,SIMD
49,86,2,SIMD
