id,workload,max_width,tasktype
0,72,4,MEMORY
1,42,1,SIMD
2,40,2,MEMORY
3,48,1,SIMD
4,58,2,FMULT
5,10,4,FMULT
6,9,1,MEMORY
7,64,4,MEMORY
8,49,1,FMULT
9,67,4,SIMD
10,34,2,MEMORY
11,11,4,SIMD
12,4,4,MEMORY
13,4,2,FMULT
14,42,4,SIMD
15,25,1,FMULT
16,80,4,MEMORY
17,24,2,FMULT
18,1,4,FMULT
19,77,2,SIMD
20,81,2,MEMORY
21,42,4,SIMD
22,24,4,MEMORY
23,47,4,SIMD
24,24,1,MEMORY
25,80,2,FMULT
26,85,4,MEMORY
27,25,1,FMULT
28,4,4,MEMORY
29,32,2,FMULT
30,42,4,SIMD
31,15,2,SIMD
32,83,4,MEMORY
33,17,2,FMULT
34,10,2,MEMORY
35,67,2,FMULT
36,68,2,SIMD
37,91,2,FMULT
38,22,1,SIMD
39,65,4,MEMORY
