id,workload,max_width,tasktype
0,37,4,FMULT
1,65,2,SIMD
2,51,2,FMULT
3,54,2,MEMORY
4,11,4,MEMORY
5,41,2,MEMORY
6,27,1,MEMORY
7,91,2,MEMORY
8,75,4,FMULT
9,25,2,MEMORY
10,77,4,SIMD
11,47,1,FMULT
12,49,2,MEMORY
13,73,2,MEMORY
14,34,2,FMULT
15,10,2,MEMORY
16,61,4,MEMORY
17,36,2,MEMORY
18,14,2,FMULT
19,23,2,FMULT
20,42,1,MEMORY
21,64,4,SIMD
22,44,2,SIMD
23,50,2,FMULT
24,20,1,SIMD
25,3,4,FMULT
26,40,1,MEMORY
27,54,2,FMULT
28,26,1,FMULT
29,32,1,MEMORY
30,50,2,FMULT
31,47,4,FMULT
32,25,4,SIMD
33,14,2,SIMD
34,84,4,FMULT
35,60,4,SIMD
36,91,2,FMULT
37,60,4,SIMD
38,34,2,MEMORY
39,51,4,MEMORY
