id,workload,max_width,tasktype
0,3,1,FMULT
1,62,4,FMULT
2,32,1,SIMD
3,28,1,MEMORY
4,66,2,FMULT
5,74,4,SIMD
6,55,4,FMULT
7,96,2,MEMORY
8,49,1,MEMORY
9,32,4,SIMD
10,73,2,FMULT
11,47,4,SIMD
12,55,4,SIMD
13,98,2,FMULT
14,33,2,MEMORY
15,22,1,SIMD
16,59,2,MEMORY
17,77,2,MEMORY
18,18,2,SIMD
19,64,4,FMULT
20,41,1,FMULT
21,54,4,FMULT
22,83,4,FMULT
23,82,2,FMULT
24,67,2,MEMORY
25,20,2,FMULT
26,65,4,FMULT
27,31,1,MEMORY
28,14,4,SIMD
29,1,2,FMULT
30,5,1,SIMD
31,78,2,FMULT
32,56,2,MEMORY
33,21,4,FMULT
34,17,4,MEMORY
35,88,4,SIMD
36,100,2,SIMD
37,93,4,MEMORY
38,5,4,SIMD
39,74,4,MEMORY
40,32,4,MEMORY
41,34,4,FMULT
42,12,1,FMULT
43,83,2,SIMD
44,35,1,SIMD
45,1,4,SIMD
46,90,4,MEMORY
47,51,4,FMULT
48,31,2,FMULT
49,71,2,FMULT
50,44,4,MEMORY
51,94,4,FMULT
52,18,4,MEMORY
53,80,4,MEMORY
54,49,4,SIMD
55,2,4,MEMORY
56,64,4,MEMORY
57,79,2,MEMORY
58,60,2,MEMORY
59,87,4,MEMORY
