id,workload,max_width,tasktype
0,89,4,SIMD
1,12,2,MEMORY
2,15,2,FMULT
3,41,2,MEMORY
4,62,2,MEMORY
5,10,2,SIMD
6,75,2,MEMORY
7,14,2,FMULT
8,86,2,SIMD
9,68,2,FMULT
10,4,2,FMULT
11,40,4,MEMORY
12,90,4,SIMD
13,15,4,FMULT
14,57,2,FMULT
15,12,1,MEMORY
16,48,4,MEMORY
17,100,2,FMULT
18,91,4,SIMD
19,18,1,MEMORY
20,87,4,MEMORY
21,66,2,FMULT
22,87,2,SIMD
23,70,4,MEMORY
24,2,2,SIMD
25,2,4,FMULT
26,2,4,MEMORY
27,12,4,MEMORY
28,29,2,FMULT
29,29,1,FMULT
30,94,2,SIMD
31,70,2,SIMD
32,66,2,FMULT
33,51,2,SIMD
34,22,2,MEMORY
35,24,2,MEMORY
36,41,2,FMULT
37,29,1,FMULT
38,38,1,SIMD
39,87,4,SIMD
40,45,2,MEMORY
41,61,2,FMULT
42,98,2,FMULT
43,77,2,SIMD
44,85,4,MEMORY
45,10,1,MEMORY
46,43,4,FMULT
47,2,2,MEMORY
48,44,1,SIMD
49,60,2,SIMD
50,6,1,SIMD
51,39,2,FMULT
52,57,2,FMULT
53,89,4,FMULT
54,19,1,FMULT
55,72,2,FMULT
56,18,4,SIMD
57,29,4,FMULT
58,3,2,MEMORY
59,33,4,MEMORY
