id,workload,max_width,tasktype
0,36,4,SIMD
1,11,2,SIMD
2,26,1,SIMD
3,98,2,MEMORY
4,62,4,FMULT
5,16,2,MEMORY
6,98,4,SIMD
7,44,4,MEMORY
8,5,2,FMULT
9,19,1,MEMORY
10,99,4,MEMORY
11,61,2,FMULT
12,80,2,FMULT
13,97,4,MEMORY
14,26,4,SIMD
15,20,2,FMULT
16,39,4,FMULT
17,68,4,FMULT
18,33,4,SIMD
19,46,2,SIMD
20,1,4,SIMD
21,51,2,FMULT
22,47,1,SIMD
23,91,4,MEMORY
24,10,2,FMULT
25,65,2,FMULT
26,83,2,FMULT
27,42,2,MEMORY
28,58,2,FMULT
29,91,2,SIMD
30,62,2,SIMD
31,9,2,MEMORY
32,59,4,SIMD
33,83,4,FMULT
34,35,4,SIMD
35,96,4,FMULT
36,48,1,FMULT
37,47,1,FMULT
38,45,1,SIMD
39,86,2,FMULT
40,53,2,SIMD
41,18,1,FMULT
42,90,4,MEMORY
43,48,4,MEMORY
44,53,2,MEMORY
45,34,4,SIMD
46,32,2,SIMD
47,88,4,SIMD
48,88,2,MEMORY
49,79,2,SIMD
