id,workload,max_width,tasktype
0,98,2,SIMD
1,72,2,FMULT
2,72,4,SIMD
3,72,4,SIMD
4,11,1,FMULT
5,74,4,MEMORY
6,20,1,FMULT
7,92,2,FMULT
8,55,4,MEMORY
9,62,2,FMULT
10,83,4,FMULT
11,68,4,SIMD
12,38,1,FMULT
13,19,1,FMULT
14,8,1,FMULT
15,6,1,FMULT
16,92,4,FMULT
17,65,2,SIMD
18,44,4,FMULT
19,5,4,SIMD
20,68,2,MEMORY
21,84,4,MEMORY
22,96,4,FMULT
23,45,1,FMULT
24,73,2,FMULT
25,64,4,SIMD
26,61,4,FMULT
27,59,2,SIMD
28,76,2,MEMORY
29,41,2,FMULT
30,23,2,MEMORY
31,45,2,MEMORY
32,57,4,FMULT
33,14,1,FMULT
34,7,2,SIMD
35,25,2,FMULT
36,26,2,MEMORY
37,35,1,FMULT
38,75,2,FMULT
39,77,2,FMULT
