id,workload,max_width,tasktype
0,67,2,SIMD
1,40,2,MEMORY
2,36,4,MEMORY
3,31,4,MEMORY
4,25,1,FMULT
5,13,1,SIMD
6,85,4,MEMORY
7,38,4,FMULT
8,15,2,SIMD
9,23,1,FMULT
10,6,2,SIMD
11,100,4,FMULT
12,77,4,MEMORY
13,100,2,SIMD
14,34,1,SIMD
15,38,4,SIMD
16,34,2,FMULT
17,24,4,MEMORY
18,41,2,SIMD
19,54,4,SIMD
20,8,1,FMULT
21,43,4,FMULT
22,18,2,FMULT
23,4,1,MEMORY
24,80,4,FMULT
25,13,2,MEMORY
26,2,1,FMULT
27,66,4,MEMORY
28,3,1,MEMORY
29,82,4,MEMORY
30,22,4,MEMORY
31,47,1,FMULT
32,49,1,FMULT
33,26,2,SIMD
34,47,1,FMULT
35,26,4,FMULT
36,63,2,FMULT
37,38,4,MEMORY
38,19,2,FMULT
39,6,4,MEMORY
40,72,4,SIMD
41,39,4,FMULT
42,49,2,MEMORY
43,59,2,SIMD
44,37,4,FMULT
45,71,2,SIMD
46,32,1,SIMD
47,51,2,FMULT
48,32,2,FMULT
49,86,4,MEMORY
50,45,4,FMULT
51,9,1,FMULT
52,39,2,SIMD
53,38,1,MEMORY
54,27,4,SIMD
55,31,2,FMULT
56,93,4,SIMD
57,89,4,SIMD
58,68,4,FMULT
59,11,4,SIMD
