id,workload,max_width,tasktype
0,2,4,FMULT
1,59,2,SIMD
2,63,4,MEMORY
3,11,2,FMULT
4,89,2,MEMORY
5,20,2,MEMORY
6,4,1,MEMORY
7,13,2,FMULT
8,88,2,MEMORY
9,16,1,MEMORY
10,41,2,MEMORY
11,60,4,SIMD
12,13,2,FMULT
13,56,4,SIMD
14,83,4,MEMORY
15,42,4,SIMD
16,50,1,SIMD
17,39,4,SIMD
18,5,2,SIMD
19,20,4,SIMD
20,29,1,SIMD
21,46,2,SIMD
22,3,2,SIMD
23,48,2,FMULT
24,1,2,MEMORY
25,14,2,MEMORY
26,45,1,FMULT
27,100,4,MEMORY
28,47,2,MEMORY
29,18,4,FMULT
30,53,4,FMULT
31,69,2,MEMORY
32,81,2,FMULT
33,79,4,MEMORY
34,10,4,FMULT
35,44,4,MEMORY
36,18,2,FMULT
37,18,1,FMULT
38,11,1,FMULT
39,31,1,FMULT
