id,workload,max_width,tasktype
0,81,2,FMULT
1,50,1,MEMORY
2,73,4,SIMD
3,19,4,FMULT
4,63,4,MEMORY
5,39,1,SIMD
6,70,2,MEMORY
7,15,4,SIMD
8,78,2,FMULT
9,3,4,SIMD
10,27,1,FMULT
11,39,1,SIMD
12,53,4,FMULT
13,64,4,SIMD
14,46,4,SIMD
15,45,4,SIMD
16,5,2,SIMD
17,39,2,MEMORY
18,7,2,MEMORY
19,46,1,SIMD
20,33,2,SIMD
21,91,2,SIMD
22,65,4,MEMORY
23,20,4,MEMORY
24,23,2,SIMD
25,15,4,MEMORY
26,87,2,FMULT
27,30,4,FMULT
28,39,1,SIMD
29,31,1,SIMD
30,46,4,SIMD
31,75,2,SIMD
32,60,4,MEMORY
33,28,4,SIMD
34,90,2,MEMORY
35,48,4,SIMD
36,85,4,FMULT
37,68,4,FMULT
38,12,2,FMULT
39,68,4,FMULT
