id,workload,max_width,tasktype
0,11,4,SIMD
1,71,2,FMULT
2,44,2,FMULT
3,43,4,SIMD
4,93,4,MEMORY
5,68,4,MEMORY
6,90,4,SIMD
7,88,4,MEMORY
8,98,4,SIMD
9,22,1,MEMORY
10,37,2,SIMD
11,51,4,FMULT
12,28,2,SIMD
13,84,4,FMULT
14,18,1,SIMD
15,85,4,FMULT
16,75,4,FMULT
17,26,1,SIMD
18,48,1,SIMD
19,11,2,MEMORY
20,33,2,MEMORY
21,42,2,SIMD
22,71,2,FMULT
23,73,2,MEMORY
24,86,2,SIMD
25,42,4,FMULT
26,76,4,MEMORY
27,19,1,MEMORY
28,75,2,FMULT
29,8,4,FMULT
30,42,2,MEMORY
31,16,2,FMULT
32,46,1,MEMORY
33,11,4,FMULT
34,25,1,FMULT
35,11,1,SIMD
36,100,2,MEMORY
37,85,2,SIMD
38,13,1,SIMD
39,2,1,FMULT
40,39,4,MEMORY
41,20,4,FMULT
42,73,2,MEMORY
43,19,2,FMULT
44,78,4,SIMD
45,6,2,SIMD
46,5,4,FMULT
47,78,4,MEMORY
48,24,2,FMULT
49,13,1,MEMORY
