id,workload,max_width,tasktype
0,20,2,MEMORY
1,72,2,MEMORY
2,74,4,MEMORY
3,82,2,FMULT
4,14,4,FMULT
5,4,2,FMULT
6,14,1,FMULT
7,4,4,MEMORY
8,4,4,SIMD
9,40,2,FMULT
10,37,1,SIMD
11,34,1,FMULT
12,5,2,MEMORY
13,68,4,SIMD
14,24,1,FMULT
15,30,1,FMULT
16,25,1,MEMORY
17,17,2,SIMD
18,28,4,FMULT
19,47,1,SIMD
20,77,4,MEMORY
21,82,2,SIMD
22,41,2,SIMD
23,53,4,FMULT
24,95,2,SIMD
25,5,2,SIMD
26,13,4,FMULT
27,83,2,SIMD
28,26,1,MEMORY
29,21,4,FMULT
30,78,2,FMULT
31,24,1,SIMD
32,37,4,SIMD
33,43,2,FMULT
34,66,4,FMULT
35,10,1,SIMD
36,25,4,FMULT
37,54,4,MEMORY
38,90,2,SIMD
39,24,2,MEMORY
40,35,1,FMULT
41,56,4,FMULT
42,27,2,MEMORY
43,26,4,FMULT
44,56,2,SIMD
45,19,2,MEMORY
46,48,2,MEMORY
47,90,4,MEMORY
48,8,4,FMULT
49,14,4,FMULT
