id,workload,max_width,tasktype
0,87,4,SIMD
1,21,1,SIMD
2,32,1,SIMD
3,1,4,SIMD
4,48,2,SIMD
5,74,2,FMULT
6,4,2,MEMORY
7,92,4,MEMORY
8,34,1,FMULT
9,44,1,MEMORY
10,39,2,MEMORY
11,39,1,FMULT
12,25,2,MEMORY
13,19,1,SIMD
14,44,2,FMULT
15,42,4,SIMD
16,29,1,FMULT
17,70,4,FMULT
18,77,2,SIMD
19,85,4,SIMD
20,36,1,MEMORY
21,6,1,MEMORY
22,71,4,SIMD
23,70,2,MEMORY
24,9,4,FMULT
25,74,2,MEMORY
26,90,4,SIMD
27,25,2,FMULT
28,22,2,FMULT
29,92,2,FMULT
30,30,1,FMULT
31,6,1,FMULT
32,19,4,MEMORY
33,97,4,SIMD
34,53,4,MEMORY
35,63,4,FMULT
36,25,2,FMULT
37,16,4,MEMORY
38,79,2,SIMD
39,24,2,FMULT
40,43,1,MEMORY
41,6,4,FMULT
42,15,1,MEMORY
43,7,2,SIMD
44,77,2,SIMD
45,88,2,SIMD
46,50,4,SIMD
47,22,2,MEMORY
48,37,4,SIMD
49,76,4,MEMORY
50,71,2,SIMD
51,22,1,MEMORY
52,15,1,MEMORY
53,11,1,MEMORY
54,97,2,MEMORY
55,1,4,MEMORY
56,16,2,FMULT
57,62,2,FMULT
58,20,2,FMULT
59,31,4,FMULT
