id,workload,max_width,tasktype
0,11,2,FMULT
1,62,4,FMULT
2,29,1,MEMORY
3,83,2,SIMD
4,23,1,FMULT
5,15,4,SIMD
6,59,4,MEMORY
7,59,2,SIMD
8,53,2,FMULT
9,14,1,MEMORY
10,31,2,SIMD
11,25,1,MEMORY
12,47,1,MEMORY
13,29,1,FMULT
14,15,1,FMULT
15,11,1,FMULT
16,45,4,SIMD
17,77,2,SIMD
18,29,2,MEMORY
19,77,2,FMULT
20,24,4,FMULT
21,100,2,FMULT
22,79,2,SIMD
23,9,2,SIMD
24,21,1,FMULT
25,51,2,MEMORY
26,41,1,SIMD
27,37,2,FMULT
28,15,2,MEMORY
29,14,4,MEMORY
30,28,1,MEMORY
31,13,4,FMULT
32,7,4,SIMD
33,6,2,FMULT
34,43,2,SIMD
35,35,2,SIMD
36,23,1,MEMORY
37,55,2,FMULT
38,44,1,FMULT
39,11,2,MEMORY
40,16,1,MEMORY
41,30,1,MEMORY
42,22,4,FMULT
43,50,4,FMULT
44,26,1,FMULT
45,28,1,MEMORY
46,16,4,MEMORY
47,6,1,MEMORY
48,93,4,SIMD
49,82,4,SIMD
50,85,4,SIMD
51,12,1,MEMORY
52,77,4,FMULT
53,3,2,SIMD
54,70,4,FMULT
55,35,1,FMULT
56,49,4,FMULT
57,21,2,MEMORY
58,73,4,MEMORY
59,69,4,FMULT
