id,workload,max_width,tasktype
0,63,4,FMULT
1,28,1,SIMD
2,96,4,FMULT
3,34,2,SIMD
4,58,4,FMULT
5,54,2,MEMORY
6,1,2,FMULT
7,88,2,SIMD
8,23,4,SIMD
9,29,2,FMULT
10,24,1,SIMD
11,89,4,MEMORY
12,73,2,SIMD
13,1,2,MEMORY
14,29,2,MEMORY
15,93,4,FMULT
16,13,1,MEMORY
17,34,1,FMULT
18,88,4,MEMORY
19,100,2,FMULT
20,83,4,MEMORY
21,74,2,MEMORY
22,7,2,MEMORY
23,70,2,MEMORY
24,93,2,FMULT
25,61,4,FMULT
26,35,2,MEMORY
27,62,4,SIMD
28,45,4,MEMORY
29,4,4,FMULT
30,39,1,MEMORY
31,41,1,MEMORY
32,36,4,FMULT
33,16,4,SIMD
34,6,1,SIMD
35,31,1,FMULT
36,6,1,MEMORY
37,31,1,FMULT
38,43,4,SIMD
39,44,2,MEMORY
40,54,2,FMULT
41,24,4,MEMORY
42,24,2,SIMD
43,33,4,MEMORY
44,6,4,SIMD
45,11,2,SIMD
46,100,2,FMULT
47,51,4,SIMD
48,24,4,FMULT
49,33,1,SIMD
