id,workload,max_width,tasktype
0,62,4,MEMORY
1,57,2,MEMORY
2,48,1,FMULT
3,73,2,MEMORY
4,19,4,FMULT
5,35,4,MEMORY
6,7,1,FMULT
7,14,2,FMULT
8,50,4,MEMORY
9,76,2,MEMORY
10,100,2,SIMD
11,46,1,MEMORY
12,65,4,FMULT
13,30,1,FMULT
14,10,4,MEMORY
15,30,4,MEMORY
16,99,4,FMULT
17,51,2,FMULT
18,81,4,SIMD
19,24,1,FMULT
20,77,2,FMULT
21,99,4,FMULT
22,63,4,FMULT
23,66,4,SIMD
24,95,2,MEMORY
25,93,4,FMULT
26,33,1,FMULT
27,99,2,SIMD
28,92,2,MEMORY
29,19,1,FMULT
30,49,2,MEMORY
31,24,1,FMULT
32,96,4,MEMORY
33,60,2,FMULT
34,33,2,SIMD
35,46,2,SIMD
36,21,1,SIMD
37,14,2,MEMORY
38,4,4,SIMD
39,93,4,SIMD
40,17,4,MEMORY
41,16,2,SIMD
42,4,2,MEMORY
43,68,2,FMULT
44,67,4,SIMD
45,33,4,SIMD
46,99,4,FMULT
47,32,2,SIMD
48,27,2,MEMORY
49,9,2,FMULT
50,68,4,SIMD
51,5,2,FMULT
52,34,4,MEMORY
53,35,2,FMULT
54,83,4,SIMD
55,33,1,MEMORY
56,5,1,SIMD
57,75,2,FMULT
58,98,4,MEMORY
59,33,4,FMULT
