id,workload,max_width,tasktype
0,32,1,FMULT
1,62,2,SIMD
2,93,2,FMULT
3,6,4,FMULT
4,45,4,FMULT
5,90,2,FMULT
6,7,1,MEMORY
7,30,2,FMULT
8,39,2,FMULT
9,27,2,MEMORY
10,58,2,MEMORY
11,85,4,MEMORY
12,1,1,SIMD
13,50,2,MEMORY
14,99,2,MEMORY
15,43,2,MEMORY
16,23,1,MEMORY
17,83,2,SIMD
18,11,1,SIMD
19,57,2,SIMD
20,42,4,FMULT
21,52,4,FMULT
22,9,1,SIMD
23,46,2,SIMD
24,46,1,MEMORY
25,57,4,MEMORY
26,24,2,FMULT
27,21,1,MEMORY
28,42,4,FMULT
29,41,1,FMULT
30,30,1,FMULT
31,98,2,SIMD
32,56,4,MEMORY
33,38,1,SIMD
34,45,4,MEMORY
35,43,1,SIMD
36,22,4,FMULT
37,29,4,FMULT
38,17,2,MEMORY
39,32,1,MEMORY
40,66,2,FMULT
41,48,2,MEMORY
42,21,1,MEMORY
43,15,1,SIMD
44,63,4,SIMD
45,84,4,FMULT
46,69,4,FMULT
47,14,2,SIMD
48,44,1,FMULT
49,49,2,MEMORY
50,57,4,MEMORY
51,13,1,MEMORY
52,83,2,FMULT
53,50,1,FMULT
54,45,4,MEMORY
55,44,2,SIMD
56,29,4,FMULT
57,33,4,FMULT
58,20,4,FMULT
59,79,2,FMULT
