id,workload,max_width,tasktype
0,100,2,FMULT
1,33,2,MEMORY
2,17,4,MEMORY
3,28,2,SIMD
4,56,4,FMULT
5,80,2,FMULT
6,40,2,SIMD
7,14,1,MEMORY
8,95,2,SIMD
9,73,2,SIMD
10,94,2,SIMD
11,89,2,FMULT
12,4,2,SIMD
13,50,4,MEMORY
14,54,2,MEMORY
15,39,4,SIMD
16,84,4,MEMORY
17,84,2,MEMORY
18,7,1,MEMORY
19,77,2,SIMD
20,86,2,FMULT
21,93,2,FMULT
22,11,2,MEMORY
23,57,4,MEMORY
24,31,2,FMULT
25,30,2,MEMORY
26,12,2,SIMD
27,82,4,FMULT
28,22,4,MEMORY
29,95,4,MEMORY
30,75,4,FMULT
31,58,4,FMULT
32,36,1,MEMORY
33,95,2,MEMORY
34,88,4,FMULT
35,13,4,SIMD
36,33,4,FMULT
37,39,2,MEMORY
38,63,2,SIMD
39,2,2,MEMORY
