id,workload,max_width,tasktype
0,90,4,SIMD
1,93,2,SIMD
2,66,4,SIMD
3,9,1,MEMORY
4,39,1,MEMORY
5,47,1,FMULT
6,20,4,MEMORY
7,99,2,MEMORY
8,89,2,FMULT
9,9,1,SIMD
10,39,4,MEMORY
11,50,2,FMULT
12,64,2,SIMD
13,71,2,FMULT
14,86,4,FMULT
15,45,2,SIMD
16,15,1,MEMORY
17,29,2,FMULT
18,86,2,SIMD
19,31,4,MEMORY
20,84,4,SIMD
21,61,4,MEMORY
22,64,2,SIMD
23,48,4,MEMORY
24,29,2,FMULT
25,94,2,MEMORY
26,83,4,SIMD
27,71,2,MEMORY
28,8,1,SIMD
29,3,4,SIMD
30,56,2,FMULT
31,25,1,MEMORY
32,63,4,SIMD
33,18,2,SIMD
34,40,4,SIMD
35,16,4,FMULT
36,44,1,SIMD
37,38,4,FMULT
38,3,2,SIMD
39,36,4,MEMORY
40,48,1,MEMORY
41,35,2,FMULT
42,60,2,FMULT
43,48,1,MEMORY
44,78,4,FMULT
45,90,4,FMULT
46,85,2,SIMD
47,50,4,FMULT
48,9,2,SIMD
49,21,2,SIMD
50,85,2,MEMORY
51,16,4,FMULT
52,66,4,SIMD
53,27,2,SIMD
54,36,1,SIMD
55,80,4,FMULT
56,33,4,FMULT
57,22,2,MEMORY
58,18,4,MEMORY
59,93,2,MEMORY
