id,workload,max_width,tasktype
0,34,2,SIMD
1,94,2,SIMD
2,74,4,MEMORY
3,25,1,FMULT
4,6,2,SIMD
5,74,4,FMULT
6,83,2,MEMORY
7,4,4,SIMD
8,78,2,FMULT
9,14,2,SIMD
10,53,4,MEMORY
11,26,1,FMULT
12,42,2,MEMORY
13,82,2,MEMORY
14,26,2,MEMORY
15,89,4,FMULT
16,18,1,FMULT
17,25,2,FMULT
18,36,4,MEMORY
19,95,2,SIMD
20,22,1,FMULT
21,26,4,FMULT
22,93,4,SIMD
23,52,2,SIMD
24,38,2,SIMD
25,40,2,FMULT
26,40,4,MEMORY
27,1,1,SIMD
28,42,2,MEMORY
29,41,4,FMULT
30,70,2,MEMORY
31,92,2,FMULT
32,24,4,SIMD
33,48,1,MEMORY
34,95,2,SIMD
35,5,2,FMULT
36,39,1,FMULT
37,17,4,FMULT
38,100,2,MEMORY
39,27,1,FMULT
40,49,1,FMULT
41,49,2,SIMD
42,24,4,SIMD
43,89,4,MEMORY
44,69,4,SIMD
45,85,2,MEMORY
46,68,2,MEMORY
47,68,2,MEMORY
48,7,4,FMULT
49,8,1,FMULT
