id,workload,max_width,tasktype
0,46,4,SIMD
1,75,2,SIMD
2,60,4,MEMORY
3,28,4,SIMD
4,90,2,MEMORY
5,48,4,SIMD
6,85,4,FMULT
7,68,4,FMULT
8,12,2,FMULT
9,68,4,FMULT
10,41,4,FMULT
11,9,2,FMULT
12,77,4,MEMORY
13,98,4,SIMD
14,25,1,SIMD
15,46,2,FMULT
16,69,4,MEMORY
17,93,2,MEMORY
18,23,4,SIMD
19,15,2,FMULT
20,20,4,FMULT
21,27,1,SIMD
22,20,1,SIMD
23,80,2,MEMORY
24,29,2,MEMORY
25,35,1,SIMD
26,80,4,FMULT
27,10,4,SIMD
28,10,1,SIMD
29,30,2,FMULT
30,5,4,SIMD
31,60,4,SIMD
32,49,4,FMULT
33,16,4,MEMORY
34,12,4,SIMD
35,26,1,FMULT
36,69,2,MEMORY
37,85,2,MEMORY
38,63,4,MEMORY
39,59,4,SIMD
40,50,2,FMULT
41,50,4,SIMD
42,82,4,FMULT
43,25,2,SIMD
44,70,2,FMULT
45,92,4,MEMORY
46,43,2,SIMD
47,37,4,FMULT
48,41,4,SIMD
49,82,4,MEMORY
