id,workload,max_width,tasktype
0,81,4,SIMD
1,83,4,FMULT
2,3,4,SIMD
3,100,2,MEMORY
4,80,4,SIMD
5,71,4,SIMD
6,40,2,MEMORY
7,6,2,SIMD
8,11,1,FMULT
9,46,1,SIMD
10,3,4,FMULT
11,27,2,FMULT
12,38,2,MEMORY
13,2,2,MEMORY
14,82,2,FMULT
15,75,4,MEMORY
16,66,2,MEMORY
17,65,4,MEMORY
18,98,4,MEMORY
19,45,1,SIMD
20,28,1,FMULT
21,13,2,FMULT
22,87,4,FMULT
23,42,4,SIMD
24,2,4,FMULT
25,66,2,SIMD
26,32,2,SIMD
27,86,2,SIMD
28,93,2,FMULT
29,1,2,FMULT
30,75,4,MEMORY
31,47,4,MEMORY
32,57,2,SIMD
33,64,2,SIMD
34,68,4,SIMD
35,61,2,MEMORY
36,99,2,FMULT
37,86,2,FMULT
38,93,2,SIMD
39,18,2,MEMORY
40,60,2,MEMORY
41,82,2,FMULT
42,86,4,MEMORY
43,87,2,MEMORY
44,70,2,MEMORY
45,28,1,FMULT
46,84,4,SIMD
47,5,4,FMULT
48,79,4,MEMORY
49,72,4,FMULT
