id,workload,max_width,tasktype
0,23,2,SIMD
1,88,4,FMULT
2,37,2,SIMD
3,31,2,FMULT
4,25,4,SIMD
5,34,2,SIMD
6,32,2,FMULT
7,88,4,MEMORY
8,10,1,SIMD
9,13,1,SIMD
10,8,4,SIMD
11,76,4,SIMD
12,31,2,FMULT
13,24,2,MEMORY
14,80,4,SIMD
15,62,2,FMULT
16,45,1,FMULT
17,35,1,SIMD
18,32,4,MEMORY
19,73,2,SIMD
20,78,4,SIMD
21,50,4,SIMD
22,3,2,MEMORY
23,61,4,MEMORY
24,43,1,SIMD
25,63,4,SIMD
26,86,2,SIMD
27,93,2,SIMD
28,51,2,SIMD
29,47,4,SIMD
30,89,2,SIMD
31,13,2,MEMORY
32,97,4,MEMORY
33,23,2,MEMORY
34,9,4,SIMD
35,48,2,SIMD
36,27,4,SIMD
37,19,4,MEMORY
38,35,4,MEMORY
39,73,2,MEMORY
40,5,1,MEMORY
41,30,2,SIMD
42,8,4,MEMORY
43,37,2,MEMORY
44,69,2,SIMD
45,100,4,SIMD
46,29,1,FMULT
47,54,4,SIMD
48,44,1,SIMD
49,18,4,FMULT
50,47,1,MEMORY
51,81,2,SIMD
52,37,1,SIMD
53,47,2,FMULT
54,60,4,MEMORY
55,31,4,MEMORY
56,8,1,SIMD
57,17,4,MEMORY
58,93,2,FMULT
59,60,2,FMULT
