id,workload,max_width,tasktype
0,18,2,FMULT
1,10,2,MEMORY
2,10,1,FMULT
3,2,4,SIMD
4,91,2,FMULT
5,52,4,SIMD
6,6,4,SIMD
7,1,1,SIMD
8,60,4,SIMD
9,84,4,MEMORY
10,90,2,SIMD
11,86,2,FMULT
12,55,4,MEMORY
13,47,1,FMULT
14,31,1,MEMORY
15,21,1,FMULT
16,88,2,SIMD
17,85,2,SIMD
18,19,2,FMULT
19,45,2,FMULT
20,31,4,MEMORY
21,23,1,SIMD
22,67,2,MEMORY
23,33,1,MEMORY
24,35,2,FMULT
25,12,1,FMULT
26,4,1,FMULT
27,69,4,FMULT
28,99,4,MEMORY
29,21,4,SIMD
30,12,1,MEMORY
31,88,2,FMULT
32,7,4,FMULT
33,50,4,MEMORY
34,51,4,MEMORY
35,67,4,MEMORY
36,81,4,FMULT
37,72,4,FMULT
38,61,4,SIMD
39,28,1,SIMD
40,9,2,MEMORY
41,92,4,SIMD
42,73,2,MEMORY
43,58,2,FMULT
44,57,2,MEMORY
45,36,2,SIMD
46,6,4,SIMD
47,62,2,MEMORY
48,11,1,SIMD
49,63,2,FMULT
50,84,2,FMULT
51,100,2,SIMD
52,1,2,SIMD
53,5,2,FMULT
54,12,1,FMULT
55,46,4,FMULT
56,38,2,FMULT
57,24,2,FMULT
58,99,4,FMULT
59,21,1,FMULT
