id,workload,max_width,tasktype
0,47,1,MEMORY
1,75,2,FMULT
2,97,2,SIMD
3,13,1,FMULT
4,28,1,FMULT
5,2,1,SIMD
6,7,4,FMULT
7,22,4,FMULT
8,31,2,SIMD
9,62,2,SIMD
10,51,4,FMULT
11,8,2,FMULT
12,99,2,SIMD
13,60,2,FMULT
14,1,4,SIMD
15,99,4,FMULT
16,8,1,MEMORY
17,76,2,FMULT
18,34,4,SIMD
19,80,4,FMULT
20,28,4,MEMORY
21,93,2,FMULT
22,57,4,MEMORY
23,42,1,FMULT
24,19,4,MEMORY
25,13,2,SIMD
26,38,2,FMULT
27,38,1,FMULT
28,13,4,SIMD
29,20,1,MEMORY
30,38,4,MEMORY
31,19,2,SIMD
32,50,2,SIMD
33,40,4,SIMD
34,17,4,MEMORY
35,30,1,SIMD
36,43,4,MEMORY
37,73,4,FMULT
38,47,2,MEMORY
39,29,2,FMULT
40,30,4,FMULT
41,17,2,FMULT
42,39,2,MEMORY
43,10,2,FMULT
44,2,4,FMULT
45,80,4,SIMD
46,47,4,FMULT
47,17,2,SIMD
48,5,2,MEMORY
49,95,4,MEMORY
50,89,4,MEMORY
51,72,2,SIMD
52,53,2,SIMD
53,49,2,SIMD
54,83,4,FMULT
55,63,4,FMULT
56,58,4,MEMORY
57,31,2,SIMD
58,26,2,FMULT
59,54,4,MEMORY
