id,workload,max_width,tasktype
0,44,2,FMULT
1,13,4,MEMORY
2,32,1,FMULT
3,25,1,SIMD
4,57,4,MEMORY
5,2,2,SIMD
6,59,2,SIMD
7,51,2,SIMD
8,17,1,SIMD
9,10,2,SIMD
10,68,4,SIMD
11,88,4,FMULT
12,36,4,MEMORY
13,21,1,SIMD
14,74,4,SIMD
15,47,2,SIMD
16,80,2,FMULT
17,47,1,SIMD
18,61,4,FMULT
19,3,1,FMULT
20,30,4,FMULT
21,66,4,SIMD
22,45,2,FMULT
23,58,2,MEMORY
24,98,2,SIMD
25,39,1,SIMD
26,2,4,FMULT
27,29,4,SIMD
28,13,4,FMULT
29,58,2,SIMD
30,83,4,MEMORY
31,26,4,SIMD
32,24,2,MEMORY
33,18,1,FMULT
34,11,4,FMULT
35,14,4,MEMORY
36,6,1,SIMD
37,67,4,MEMORY
38,23,2,MEMORY
39,49,4,MEMORY
40,35,4,MEMORY
41,52,2,FMULT
42,64,2,FMULT
43,88,2,SIMD
44,23,2,SIMD
45,9,4,SIMD
46,75,2,MEMORY
47,37,2,SIMD
48,70,2,FMULT
49,53,2,FMULT
