id,workload,max_width,tasktype
0,51,2,FMULT
1,50,1,SIMD
2,36,2,MEMORY
3,59,2,MEMORY
4,57,2,MEMORY
5,81,4,MEMORY
6,45,4,MEMORY
7,25,4,MEMORY
8,53,4,SIMD
9,3,1,SIMD
10,30,1,FMULT
11,37,1,FMULT
12,36,2,FMULT
13,79,4,MEMORY
14,39,4,FMULT
15,89,4,MEMORY
16,1,1,MEMORY
17,88,4,MEMORY
18,20,1,MEMORY
19,27,2,MEMORY
20,40,1,FMULT
21,42,2,FMULT
22,39,2,FMULT
23,28,2,SIMD
24,53,4,SIMD
25,59,4,MEMORY
26,100,2,SIMD
27,11,4,FMULT
28,99,2,FMULT
29,21,4,MEMORY
30,18,2,SIMD
31,8,4,FMULT
32,92,4,MEMORY
33,100,4,MEMORY
34,73,4,SIMD
35,53,4,MEMORY
36,37,1,MEMORY
37,40,2,FMULT
38,17,4,FMULT
39,1,2,MEMORY
40,93,4,MEMORY
41,26,2,FMULT
42,74,2,SIMD
43,93,2,FMULT
44,85,2,SIMD
45,56,2,FMULT
46,44,2,SIMD
47,99,4,SIMD
48,66,4,SIMD
49,63,2,FMULT
50,37,1,MEMORY
51,23,2,MEMORY
52,6,4,MEMORY
53,76,2,SIMD
54,30,4,MEMORY
55,76,2,MEMORY
56,18,2,SIMD
57,35,2,MEMORY
58,93,4,SIMD
59,11,4,SIMD
