id,workload,max_width,tasktype
0,2,1,MEMORY
1,98,4,FMULT
2,94,4,SIMD
3,88,4,SIMD
4,59,4,FMULT
5,62,4,FMULT
6,84,4,SIMD
7,45,1,SIMD
8,35,1,FMULT
9,3,2,MEMORY
10,82,2,FMULT
11,3,1,SIMD
12,46,2,MEMORY
13,37,1,SIMD
14,45,4,FMULT
15,5,2,FMULT
16,88,4,SIMD
17,83,2,MEMORY
18,30,2,FMULT
19,69,4,MEMORY
20,43,2,SIMD
21,21,1,MEMORY
22,9,4,FMULT
23,18,4,SIMD
24,45,4,MEMORY
25,4,2,MEMORY
26,54,4,MEMORY
27,50,1,FMULT
28,62,2,SIMD
29,64,2,FMULT
30,48,1,FMULT
31,21,2,MEMORY
32,62,4,FMULT
33,74,4,FMULT
34,38,2,SIMD
35,9,2,MEMORY
36,68,2,FMULT
37,57,4,FMULT
38,13,4,SIMD
39,26,1,SIMD
40,10,1,MEMORY
41,4,1,FMULT
42,23,4,FMULT
43,87,2,SIMD
44,34,4,MEMORY
45,39,4,MEMORY
46,11,4,SIMD
47,54,2,FMULT
48,35,4,FMULT
49,9,2,SIMD
