id,workload,max_width,tasktype
0,48,1,MEMORY
1,18,2,SIMD
2,21,1,FMULT
3,15,4,MEMORY
4,12,2,FMULT
5,82,4,FMULT
6,93,4,MEMORY
7,37,1,MEMORY
8,49,1,FMULT
9,66,2,FMULT
10,50,1,SIMD
11,25,4,FMULT
12,23,4,MEMORY
13,30,1,FMULT
14,32,1,SIMD
15,30,2,MEMORY
16,71,4,MEMORY
17,13,4,MEMORY
18,53,2,FMULT
19,35,1,SIMD
20,68,4,SIMD
21,90,2,SIMD
22,26,2,FMULT
23,13,2,SIMD
24,15,1,FMULT
25,17,2,SIMD
26,97,2,SIMD
27,32,1,SIMD
28,77,4,SIMD
29,17,4,FMULT
30,22,2,SIMD
31,15,2,SIMD
32,31,2,SIMD
33,14,2,SIMD
34,67,2,FMULT
35,85,4,MEMORY
36,61,4,SIMD
37,93,4,MEMORY
38,3,2,FMULT
39,47,1,MEMORY
40,95,2,FMULT
41,19,4,SIMD
42,8,2,SIMD
43,84,2,FMULT
44,49,2,MEMORY
45,97,2,MEMORY
46,14,2,FMULT
47,66,4,FMULT
48,37,2,MEMORY
49,2,4,SIMD
