id,workload,max_width,tasktype
0,14,2,FMULT
1,91,2,SIMD
2,59,4,MEMORY
3,38,1,FMULT
4,2,1,FMULT
5,5,1,MEMORY
6,60,2,MEMORY
7,86,2,FMULT
8,67,4,FMULT
9,38,4,SIMD
10,26,2,FMULT
11,6,1,SIMD
12,100,4,FMULT
13,90,4,SIMD
14,27,4,SIMD
15,9,1,MEMORY
16,77,4,MEMORY
17,80,4,MEMORY
18,97,4,SIMD
19,23,2,SIMD
20,35,1,MEMORY
21,83,4,FMULT
22,17,4,MEMORY
23,18,2,FMULT
24,41,2,MEMORY
25,72,2,FMULT
26,17,2,MEMORY
27,85,4,FMULT
28,19,2,SIMD
29,97,2,SIMD
30,87,4,FMULT
31,7,2,MEMORY
32,30,1,MEMORY
33,4,2,MEMORY
34,86,4,SIMD
35,31,4,SIMD
36,89,2,FMULT
37,58,4,SIMD
38,69,2,FMULT
39,25,4,FMULT
40,43,4,MEMORY
41,44,1,FMULT
42,10,1,SIMD
43,43,1,FMULT
44,96,4,SIMD
45,47,1,SIMD
46,81,2,SIMD
47,71,4,MEMORY
48,11,2,FMULT
49,2,4,SIMD
