id,workload,max_width,tasktype
0,56,4,MEMORY
1,86,4,FMULT
2,29,2,MEMORY
3,63,4,MEMORY
4,91,2,MEMORY
5,70,2,SIMD
6,20,1,SIMD
7,80,2,SIMD
8,49,2,FMULT
9,83,4,SIMD
10,56,4,MEMORY
11,37,1,MEMORY
12,36,1,MEMORY
13,51,2,FMULT
14,7,2,MEMORY
15,2,1,SIMD
16,89,4,FMULT
17,18,2,FMULT
18,58,4,SIMD
19,29,2,SIMD
20,22,1,MEMORY
21,58,4,MEMORY
22,79,4,SIMD
23,85,4,FMULT
24,74,4,FMULT
25,32,1,MEMORY
26,40,2,MEMORY
27,53,4,SIMD
28,99,2,MEMORY
29,10,1,SIMD
30,72,2,MEMORY
31,55,2,SIMD
32,49,4,FMULT
33,95,4,SIMD
34,10,2,FMULT
35,64,4,MEMORY
36,98,4,FMULT
37,30,4,SIMD
38,85,2,SIMD
39,72,4,SIMD
