id,workload,max_width,tasktype
0,44,4,FMULT
1,37,4,FMULT
2,45,4,FMULT
3,77,2,SIMD
4,58,2,MEMORY
5,74,4,MEMORY
6,65,2,SIMD
7,98,2,MEMORY
8,59,2,MEMORY
9,51,4,FMULT
10,9,2,MEMORY
11,50,4,SIMD
12,86,4,SIMD
13,43,1,MEMORY
14,20,2,MEMORY
15,94,4,SIMD
16,81,2,FMULT
17,99,2,MEMORY
18,48,2,SIMD
19,68,4,MEMORY
20,4,1,MEMORY
21,50,4,MEMORY
22,54,4,SIMD
23,59,2,MEMORY
24,47,1,FMULT
25,62,2,FMULT
26,17,1,MEMORY
27,85,4,MEMORY
28,13,1,MEMORY
29,14,2,MEMORY
30,37,4,SIMD
31,26,2,FMULT
32,8,1,SIMD
33,93,4,FMULT
34,42,1,MEMORY
35,88,4,MEMORY
36,91,2,MEMORY
37,10,2,FMULT
38,14,1,SIMD
39,45,1,FMULT
40,15,4,SIMD
41,47,2,FMULT
42,22,4,MEMORY
43,33,4,SIMD
44,66,2,MEMORY
45,29,4,FMULT
46,69,4,SIMD
47,47,2,MEMORY
48,100,2,SIMD
49,87,2,FMULT
50,49,1,MEMORY
51,29,1,SIMD
52,22,2,MEMORY
53,3,4,FMULT
54,60,2,FMULT
55,1,2,MEMORY
56,92,2,SIMD
57,13,4,MEMORY
58,29,1,SIMD
59,41,1,SIMD
