id,workload,max_width,tasktype
0,21,2,MEMORY
1,30,1,SIMD
2,50,2,SIMD
3,95,2,MEMORY
4,51,4,MEMORY
5,9,1,FMULT
6,33,2,FMULT
7,24,1,MEMORY
8,87,4,MEMORY
9,62,2,SIMD
10,91,4,MEMORY
11,9,1,FMULT
12,17,2,FMULT
13,18,1,SIMD
14,40,1,FMULT
15,6,2,MEMORY
16,12,1,FMULT
17,66,2,MEMORY
18,97,4,MEMORY
19,68,2,FMULT
20,12,4,SIMD
21,29,4,FMULT
22,13,4,FMULT
23,22,4,SIMD
24,42,2,FMULT
25,94,2,MEMORY
26,55,2,SIMD
27,45,1,FMULT
28,15,2,SIMD
29,16,2,FMULT
30,63,4,MEMORY
31,6,4,MEMORY
32,65,4,SIMD
33,7,4,FMULT
34,79,4,MEMORY
35,97,4,MEMORY
36,20,1,FMULT
37,80,2,FMULT
38,41,1,FMULT
39,92,4,SIMD
40,49,2,FMULT
41,29,1,MEMORY
42,84,4,MEMORY
43,78,4,SIMD
44,35,2,MEMORY
45,1,4,FMULT
46,20,2,SIMD
47,88,2,SIMD
48,65,2,FMULT
49,99,2,MEMORY
